"","conn_name","region"
"17676","88_190","1_7"
"17677","88_191","1_7"
"17678","88_192","1_7"
"17679","88_193","1_7"
"17680","88_194","1_7"
"17681","88_195","1_7"
"17682","88_196","1_7"
"17683","88_197","1_7"
"17684","88_198","1_7"
"17685","88_199","1_7"
"17686","88_200","1_7"
"17687","88_201","3_7"
"17688","88_202","1_7"
"17689","88_203","1_7"
"17690","88_204","1_7"
"17691","88_205","1_7"
"17692","88_206","1_7"
"17693","88_207","1_7"
"17694","88_208","1_7"
"17695","88_209","1_7"
"17696","88_210","1_7"
"17697","88_211","0_7"
"17698","88_212","0_7"
"17699","88_213","0_7"
"17700","88_214","0_7"
"17701","88_215","0_7"
"17702","88_216","0_7"
"17703","88_217","0_7"
"17704","88_218","0_7"
"17705","88_219","0_7"
"17706","88_220","0_7"
"17707","88_221","0_7"
"17708","88_222","0_7"
"17709","88_223","0_7"
"17710","88_224","0_7"
"17711","88_225","0_7"
"17712","88_226","0_7"
"17713","88_227","0_7"
"17714","88_228","0_7"
"17715","88_229","0_7"
"17716","88_230","0_7"
"17717","88_231","0_7"
"17718","88_232","0_7"
"17719","88_233","0_7"
"17720","88_234","0_7"
"17721","88_235","0_7"
"17722","88_236","0_7"
"17723","88_237","0_7"
"17724","88_238","0_7"
"17725","88_239","0_7"
"17726","88_240","0_7"
"17727","88_241","0_7"
"17728","88_242","0_7"
"17729","88_243","0_7"
"17730","88_244","0_7"
"17731","88_245","0_7"
"17732","88_246","0_7"
"17733","89_90","5_5"
"17734","89_91","3_5"
"17735","89_92","3_5"
"17736","89_93","5_5"
"17737","89_94","5_5"
"17738","89_95","5_7"
"17739","89_96","5_5"
"17740","89_97","3_5"
"17741","89_98","3_5"
"17742","89_99","5_6"
"17743","89_100","5_6"
"17744","89_101","5_5"
"17745","89_102","5_5"
"17746","89_103","5_5"
"17747","89_104","5_5"
"17748","89_105","1_5"
"17749","89_106","1_5"
"17750","89_107","3_5"
"17751","89_108","1_5"
"17752","89_109","5_5"
"17753","89_110","5_5"
"17754","89_111","5_5"
"17755","89_112","1_5"
"17756","89_113","1_5"
"17757","89_114","1_5"
"17758","89_115","5_5"
"17759","89_116","5_5"
"17760","89_117","5_5"
"17761","89_118","5_5"
"17762","89_119","1_5"
"17763","89_120","1_5"
"17764","89_121","5_7"
"17765","89_122","5_7"
"17766","89_123","4_5"
"17767","89_124","4_5"
"17768","89_125","3_5"
"17769","89_126","3_5"
"17770","89_127","3_5"
"17771","89_128","3_5"
"17772","89_129","3_5"
"17773","89_130","3_5"
"17774","89_131","2_5"
"17775","89_132","2_5"
"17776","89_133","3_5"
"17777","89_134","3_5"
"17778","89_135","1_5"
"17779","89_136","1_5"
"17780","89_137","5_6"
"17781","89_138","5_6"
"17782","89_139","3_5"
"17783","89_140","3_5"
"17784","89_141","5_7"
"17785","89_142","5_6"
"17786","89_143","3_5"
"17787","89_144","5_7"
"17788","89_145","2_5"
"17789","89_146","2_5"
"17790","89_147","5_6"
"17791","89_148","5_6"
"17792","89_149","2_5"
"17793","89_150","3_5"
"17794","89_151","1_5"
"17795","89_152","1_5"
"17796","89_153","5_7"
"17797","89_154","5_7"
"17798","89_155","2_5"
"17799","89_156","2_5"
"17800","89_157","2_5"
"17801","89_158","2_5"
"17802","89_159","3_5"
"17803","89_160","2_5"
"17804","89_161","2_5"
"17805","89_162","2_5"
"17806","89_163","2_5"
"17807","89_164","2_5"
"17808","89_165","0_5"
"17809","89_166","5_6"
"17810","89_167","4_5"
"17811","89_168","4_5"
"17812","89_169","4_5"
"17813","89_170","4_5"
"17814","89_171","2_5"
"17815","89_172","2_5"
"17816","89_173","4_5"
"17817","89_174","4_5"
"17818","89_175","5_7"
"17819","89_176","5_7"
"17820","89_177","0_5"
"17821","89_178","0_5"
"17822","89_179","5_7"
"17823","89_180","4_5"
"17824","89_181","5_7"
"17825","89_182","1_5"
"17826","89_183","4_5"
"17827","89_184","4_5"
"17828","89_185","4_5"
"17829","89_186","4_5"
"17830","89_187","5_7"
"17831","89_188","5_7"
"17832","89_189","1_5"
"17833","89_190","1_5"
"17834","89_191","1_5"
"17835","89_192","1_5"
"17836","89_193","1_5"
"17837","89_194","1_5"
"17838","89_195","1_5"
"17839","89_196","1_5"
"17840","89_197","1_5"
"17841","89_198","1_5"
"17842","89_199","1_5"
"17843","89_200","1_5"
"17844","89_201","3_5"
"17845","89_202","1_5"
"17846","89_203","1_5"
"17847","89_204","1_5"
"17848","89_205","1_5"
"17849","89_206","1_5"
"17850","89_207","1_5"
"17851","89_208","1_5"
"17852","89_209","1_5"
"17853","89_210","1_5"
"17854","89_211","0_5"
"17855","89_212","0_5"
"17856","89_213","0_5"
"17857","89_214","0_5"
"17858","89_215","0_5"
"17859","89_216","0_5"
"17860","89_217","0_5"
"17861","89_218","0_5"
"17862","89_219","0_5"
"17863","89_220","0_5"
"17864","89_221","0_5"
"17865","89_222","0_5"
"17866","89_223","0_5"
"17867","89_224","0_5"
"17868","89_225","0_5"
"17869","89_226","0_5"
"17870","89_227","0_5"
"17871","89_228","0_5"
"17872","89_229","0_5"
"17873","89_230","0_5"
"17874","89_231","0_5"
"17875","89_232","0_5"
"17876","89_233","0_5"
"17877","89_234","0_5"
"17878","89_235","0_5"
"17879","89_236","0_5"
"17880","89_237","0_5"
"17881","89_238","0_5"
"17882","89_239","0_5"
"17883","89_240","0_5"
"17884","89_241","0_5"
"17885","89_242","0_5"
"17886","89_243","0_5"
"17887","89_244","0_5"
"17888","89_245","0_5"
"17889","89_246","0_5"
"17890","90_91","3_5"
"17891","90_92","3_5"
"17892","90_93","5_5"
"17893","90_94","5_5"
"17894","90_95","5_7"
"17895","90_96","5_5"
"17896","90_97","3_5"
"17897","90_98","3_5"
"17898","90_99","5_6"
"17899","90_100","5_6"
"17900","90_101","5_5"
"17901","90_102","5_5"
"17902","90_103","5_5"
"17903","90_104","5_5"
"17904","90_105","1_5"
"17905","90_106","1_5"
"17906","90_107","3_5"
"17907","90_108","1_5"
"17908","90_109","5_5"
"17909","90_110","5_5"
"17910","90_111","5_5"
"17911","90_112","1_5"
"17912","90_113","1_5"
"17913","90_114","1_5"
"17914","90_115","5_5"
"17915","90_116","5_5"
"17916","90_117","5_5"
"17917","90_118","5_5"
"17918","90_119","1_5"
"17919","90_120","1_5"
"17920","90_121","5_7"
"17921","90_122","5_7"
"17922","90_123","4_5"
"17923","90_124","4_5"
"17924","90_125","3_5"
"17925","90_126","3_5"
"17926","90_127","3_5"
"17927","90_128","3_5"
"17928","90_129","3_5"
"17929","90_130","3_5"
"17930","90_131","2_5"
"17931","90_132","2_5"
"17932","90_133","3_5"
"17933","90_134","3_5"
"17934","90_135","1_5"
"17935","90_136","1_5"
"17936","90_137","5_6"
"17937","90_138","5_6"
"17938","90_139","3_5"
"17939","90_140","3_5"
"17940","90_141","5_7"
"17941","90_142","5_6"
"17942","90_143","3_5"
"17943","90_144","5_7"
"17944","90_145","2_5"
"17945","90_146","2_5"
"17946","90_147","5_6"
"17947","90_148","5_6"
"17948","90_149","2_5"
"17949","90_150","3_5"
"17950","90_151","1_5"
"17951","90_152","1_5"
"17952","90_153","5_7"
"17953","90_154","5_7"
"17954","90_155","2_5"
"17955","90_156","2_5"
"17956","90_157","2_5"
"17957","90_158","2_5"
"17958","90_159","3_5"
"17959","90_160","2_5"
"17960","90_161","2_5"
"17961","90_162","2_5"
"17962","90_163","2_5"
"17963","90_164","2_5"
"17964","90_165","0_5"
"17965","90_166","5_6"
"17966","90_167","4_5"
"17967","90_168","4_5"
"17968","90_169","4_5"
"17969","90_170","4_5"
"17970","90_171","2_5"
"17971","90_172","2_5"
"17972","90_173","4_5"
"17973","90_174","4_5"
"17974","90_175","5_7"
"17975","90_176","5_7"
"17976","90_177","0_5"
"17977","90_178","0_5"
"17978","90_179","5_7"
"17979","90_180","4_5"
"17980","90_181","5_7"
"17981","90_182","1_5"
"17982","90_183","4_5"
"17983","90_184","4_5"
"17984","90_185","4_5"
"17985","90_186","4_5"
"17986","90_187","5_7"
"17987","90_188","5_7"
"17988","90_189","1_5"
"17989","90_190","1_5"
"17990","90_191","1_5"
"17991","90_192","1_5"
"17992","90_193","1_5"
"17993","90_194","1_5"
"17994","90_195","1_5"
"17995","90_196","1_5"
"17996","90_197","1_5"
"17997","90_198","1_5"
"17998","90_199","1_5"
"17999","90_200","1_5"
"18000","90_201","3_5"
"18001","90_202","1_5"
"18002","90_203","1_5"
"18003","90_204","1_5"
"18004","90_205","1_5"
"18005","90_206","1_5"
"18006","90_207","1_5"
"18007","90_208","1_5"
"18008","90_209","1_5"
"18009","90_210","1_5"
"18010","90_211","0_5"
"18011","90_212","0_5"
"18012","90_213","0_5"
"18013","90_214","0_5"
"18014","90_215","0_5"
"18015","90_216","0_5"
"18016","90_217","0_5"
"18017","90_218","0_5"
"18018","90_219","0_5"
"18019","90_220","0_5"
"18020","90_221","0_5"
"18021","90_222","0_5"
"18022","90_223","0_5"
"18023","90_224","0_5"
"18024","90_225","0_5"
"18025","90_226","0_5"
"18026","90_227","0_5"
"18027","90_228","0_5"
"18028","90_229","0_5"
"18029","90_230","0_5"
"18030","90_231","0_5"
"18031","90_232","0_5"
"18032","90_233","0_5"
"18033","90_234","0_5"
"18034","90_235","0_5"
"18035","90_236","0_5"
"18036","90_237","0_5"
"18037","90_238","0_5"
"18038","90_239","0_5"
"18039","90_240","0_5"
"18040","90_241","0_5"
"18041","90_242","0_5"
"18042","90_243","0_5"
"18043","90_244","0_5"
"18044","90_245","0_5"
"18045","90_246","0_5"
"18046","91_92","3_3"
"18047","91_93","3_5"
"18048","91_94","3_5"
"18049","91_95","3_7"
"18050","91_96","3_5"
"18051","91_97","3_3"
"18052","91_98","3_3"
"18053","91_99","3_6"
"18054","91_100","3_6"
"18055","91_101","3_5"
"18056","91_102","3_5"
"18057","91_103","3_5"
"18058","91_104","3_5"
"18059","91_105","1_3"
"18060","91_106","1_3"
"18061","91_107","3_3"
"18062","91_108","1_3"
"18063","91_109","3_5"
"18064","91_110","3_5"
"18065","91_111","3_5"
"18066","91_112","1_3"
"18067","91_113","1_3"
"18068","91_114","1_3"
"18069","91_115","3_5"
"18070","91_116","3_5"
"18071","91_117","3_5"
"18072","91_118","3_5"
"18073","91_119","1_3"
"18074","91_120","1_3"
"18075","91_121","3_7"
"18076","91_122","3_7"
"18077","91_123","3_4"
"18078","91_124","3_4"
"18079","91_125","3_3"
"18080","91_126","3_3"
"18081","91_127","3_3"
"18082","91_128","3_3"
"18083","91_129","3_3"
"18084","91_130","3_3"
"18085","91_131","2_3"
"18086","91_132","2_3"
"18087","91_133","3_3"
"18088","91_134","3_3"
"18089","91_135","1_3"
"18090","91_136","1_3"
"18091","91_137","3_6"
"18092","91_138","3_6"
"18093","91_139","3_3"
"18094","91_140","3_3"
"18095","91_141","3_7"
"18096","91_142","3_6"
"18097","91_143","3_3"
"18098","91_144","3_7"
"18099","91_145","2_3"
"18100","91_146","2_3"
"18101","91_147","3_6"
"18102","91_148","3_6"
"18103","91_149","2_3"
"18104","91_150","3_3"
"18105","91_151","1_3"
"18106","91_152","1_3"
"18107","91_153","3_7"
"18108","91_154","3_7"
"18109","91_155","2_3"
"18110","91_156","2_3"
"18111","91_157","2_3"
"18112","91_158","2_3"
"18113","91_159","3_3"
"18114","91_160","2_3"
"18115","91_161","2_3"
"18116","91_162","2_3"
"18117","91_163","2_3"
"18118","91_164","2_3"
"18119","91_165","0_3"
"18120","91_166","3_6"
"18121","91_167","3_4"
"18122","91_168","3_4"
"18123","91_169","3_4"
"18124","91_170","3_4"
"18125","91_171","2_3"
"18126","91_172","2_3"
"18127","91_173","3_4"
"18128","91_174","3_4"
"18129","91_175","3_7"
"18130","91_176","3_7"
"18131","91_177","0_3"
"18132","91_178","0_3"
"18133","91_179","3_7"
"18134","91_180","3_4"
"18135","91_181","3_7"
"18136","91_182","1_3"
"18137","91_183","3_4"
"18138","91_184","3_4"
"18139","91_185","3_4"
"18140","91_186","3_4"
"18141","91_187","3_7"
"18142","91_188","3_7"
"18143","91_189","1_3"
"18144","91_190","1_3"
"18145","91_191","1_3"
"18146","91_192","1_3"
"18147","91_193","1_3"
"18148","91_194","1_3"
"18149","91_195","1_3"
"18150","91_196","1_3"
"18151","91_197","1_3"
"18152","91_198","1_3"
"18153","91_199","1_3"
"18154","91_200","1_3"
"18155","91_201","3_3"
"18156","91_202","1_3"
"18157","91_203","1_3"
"18158","91_204","1_3"
"18159","91_205","1_3"
"18160","91_206","1_3"
"18161","91_207","1_3"
"18162","91_208","1_3"
"18163","91_209","1_3"
"18164","91_210","1_3"
"18165","91_211","0_3"
"18166","91_212","0_3"
"18167","91_213","0_3"
"18168","91_214","0_3"
"18169","91_215","0_3"
"18170","91_216","0_3"
"18171","91_217","0_3"
"18172","91_218","0_3"
"18173","91_219","0_3"
"18174","91_220","0_3"
"18175","91_221","0_3"
"18176","91_222","0_3"
"18177","91_223","0_3"
"18178","91_224","0_3"
"18179","91_225","0_3"
"18180","91_226","0_3"
"18181","91_227","0_3"
"18182","91_228","0_3"
"18183","91_229","0_3"
"18184","91_230","0_3"
"18185","91_231","0_3"
"18186","91_232","0_3"
"18187","91_233","0_3"
"18188","91_234","0_3"
"18189","91_235","0_3"
"18190","91_236","0_3"
"18191","91_237","0_3"
"18192","91_238","0_3"
"18193","91_239","0_3"
"18194","91_240","0_3"
"18195","91_241","0_3"
"18196","91_242","0_3"
"18197","91_243","0_3"
"18198","91_244","0_3"
"18199","91_245","0_3"
"18200","91_246","0_3"
"18201","92_93","3_5"
"18202","92_94","3_5"
"18203","92_95","3_7"
"18204","92_96","3_5"
"18205","92_97","3_3"
"18206","92_98","3_3"
"18207","92_99","3_6"
"18208","92_100","3_6"
"18209","92_101","3_5"
"18210","92_102","3_5"
"18211","92_103","3_5"
"18212","92_104","3_5"
"18213","92_105","1_3"
"18214","92_106","1_3"
"18215","92_107","3_3"
"18216","92_108","1_3"
"18217","92_109","3_5"
"18218","92_110","3_5"
"18219","92_111","3_5"
"18220","92_112","1_3"
"18221","92_113","1_3"
"18222","92_114","1_3"
"18223","92_115","3_5"
"18224","92_116","3_5"
"18225","92_117","3_5"
"18226","92_118","3_5"
"18227","92_119","1_3"
"18228","92_120","1_3"
"18229","92_121","3_7"
"18230","92_122","3_7"
"18231","92_123","3_4"
"18232","92_124","3_4"
"18233","92_125","3_3"
"18234","92_126","3_3"
"18235","92_127","3_3"
"18236","92_128","3_3"
"18237","92_129","3_3"
"18238","92_130","3_3"
"18239","92_131","2_3"
"18240","92_132","2_3"
"18241","92_133","3_3"
"18242","92_134","3_3"
"18243","92_135","1_3"
"18244","92_136","1_3"
"18245","92_137","3_6"
"18246","92_138","3_6"
"18247","92_139","3_3"
"18248","92_140","3_3"
"18249","92_141","3_7"
"18250","92_142","3_6"
"18251","92_143","3_3"
"18252","92_144","3_7"
"18253","92_145","2_3"
"18254","92_146","2_3"
"18255","92_147","3_6"
"18256","92_148","3_6"
"18257","92_149","2_3"
"18258","92_150","3_3"
"18259","92_151","1_3"
"18260","92_152","1_3"
"18261","92_153","3_7"
"18262","92_154","3_7"
"18263","92_155","2_3"
"18264","92_156","2_3"
"18265","92_157","2_3"
"18266","92_158","2_3"
"18267","92_159","3_3"
"18268","92_160","2_3"
"18269","92_161","2_3"
"18270","92_162","2_3"
"18271","92_163","2_3"
"18272","92_164","2_3"
"18273","92_165","0_3"
"18274","92_166","3_6"
"18275","92_167","3_4"
"18276","92_168","3_4"
"18277","92_169","3_4"
"18278","92_170","3_4"
"18279","92_171","2_3"
"18280","92_172","2_3"
"18281","92_173","3_4"
"18282","92_174","3_4"
"18283","92_175","3_7"
"18284","92_176","3_7"
"18285","92_177","0_3"
"18286","92_178","0_3"
"18287","92_179","3_7"
"18288","92_180","3_4"
"18289","92_181","3_7"
"18290","92_182","1_3"
"18291","92_183","3_4"
"18292","92_184","3_4"
"18293","92_185","3_4"
"18294","92_186","3_4"
"18295","92_187","3_7"
"18296","92_188","3_7"
"18297","92_189","1_3"
"18298","92_190","1_3"
"18299","92_191","1_3"
"18300","92_192","1_3"
"18301","92_193","1_3"
"18302","92_194","1_3"
"18303","92_195","1_3"
"18304","92_196","1_3"
"18305","92_197","1_3"
"18306","92_198","1_3"
"18307","92_199","1_3"
"18308","92_200","1_3"
"18309","92_201","3_3"
"18310","92_202","1_3"
"18311","92_203","1_3"
"18312","92_204","1_3"
"18313","92_205","1_3"
"18314","92_206","1_3"
"18315","92_207","1_3"
"18316","92_208","1_3"
"18317","92_209","1_3"
"18318","92_210","1_3"
"18319","92_211","0_3"
"18320","92_212","0_3"
"18321","92_213","0_3"
"18322","92_214","0_3"
"18323","92_215","0_3"
"18324","92_216","0_3"
"18325","92_217","0_3"
"18326","92_218","0_3"
"18327","92_219","0_3"
"18328","92_220","0_3"
"18329","92_221","0_3"
"18330","92_222","0_3"
"18331","92_223","0_3"
"18332","92_224","0_3"
"18333","92_225","0_3"
"18334","92_226","0_3"
"18335","92_227","0_3"
"18336","92_228","0_3"
"18337","92_229","0_3"
"18338","92_230","0_3"
"18339","92_231","0_3"
"18340","92_232","0_3"
"18341","92_233","0_3"
"18342","92_234","0_3"
"18343","92_235","0_3"
"18344","92_236","0_3"
"18345","92_237","0_3"
"18346","92_238","0_3"
"18347","92_239","0_3"
"18348","92_240","0_3"
"18349","92_241","0_3"
"18350","92_242","0_3"
"18351","92_243","0_3"
"18352","92_244","0_3"
"18353","92_245","0_3"
"18354","92_246","0_3"
"18355","93_94","5_5"
"18356","93_95","5_7"
"18357","93_96","5_5"
"18358","93_97","3_5"
"18359","93_98","3_5"
"18360","93_99","5_6"
"18361","93_100","5_6"
"18362","93_101","5_5"
"18363","93_102","5_5"
"18364","93_103","5_5"
"18365","93_104","5_5"
"18366","93_105","1_5"
"18367","93_106","1_5"
"18368","93_107","3_5"
"18369","93_108","1_5"
"18370","93_109","5_5"
"18371","93_110","5_5"
"18372","93_111","5_5"
"18373","93_112","1_5"
"18374","93_113","1_5"
"18375","93_114","1_5"
"18376","93_115","5_5"
"18377","93_116","5_5"
"18378","93_117","5_5"
"18379","93_118","5_5"
"18380","93_119","1_5"
"18381","93_120","1_5"
"18382","93_121","5_7"
"18383","93_122","5_7"
"18384","93_123","4_5"
"18385","93_124","4_5"
"18386","93_125","3_5"
"18387","93_126","3_5"
"18388","93_127","3_5"
"18389","93_128","3_5"
"18390","93_129","3_5"
"18391","93_130","3_5"
"18392","93_131","2_5"
"18393","93_132","2_5"
"18394","93_133","3_5"
"18395","93_134","3_5"
"18396","93_135","1_5"
"18397","93_136","1_5"
"18398","93_137","5_6"
"18399","93_138","5_6"
"18400","93_139","3_5"
"18401","93_140","3_5"
"18402","93_141","5_7"
"18403","93_142","5_6"
"18404","93_143","3_5"
"18405","93_144","5_7"
"18406","93_145","2_5"
"18407","93_146","2_5"
"18408","93_147","5_6"
"18409","93_148","5_6"
"18410","93_149","2_5"
"18411","93_150","3_5"
"18412","93_151","1_5"
"18413","93_152","1_5"
"18414","93_153","5_7"
"18415","93_154","5_7"
"18416","93_155","2_5"
"18417","93_156","2_5"
"18418","93_157","2_5"
"18419","93_158","2_5"
"18420","93_159","3_5"
"18421","93_160","2_5"
"18422","93_161","2_5"
"18423","93_162","2_5"
"18424","93_163","2_5"
"18425","93_164","2_5"
"18426","93_165","0_5"
"18427","93_166","5_6"
"18428","93_167","4_5"
"18429","93_168","4_5"
"18430","93_169","4_5"
"18431","93_170","4_5"
"18432","93_171","2_5"
"18433","93_172","2_5"
"18434","93_173","4_5"
"18435","93_174","4_5"
"18436","93_175","5_7"
"18437","93_176","5_7"
"18438","93_177","0_5"
"18439","93_178","0_5"
"18440","93_179","5_7"
"18441","93_180","4_5"
"18442","93_181","5_7"
"18443","93_182","1_5"
"18444","93_183","4_5"
"18445","93_184","4_5"
"18446","93_185","4_5"
"18447","93_186","4_5"
"18448","93_187","5_7"
"18449","93_188","5_7"
"18450","93_189","1_5"
"18451","93_190","1_5"
"18452","93_191","1_5"
"18453","93_192","1_5"
"18454","93_193","1_5"
"18455","93_194","1_5"
"18456","93_195","1_5"
"18457","93_196","1_5"
"18458","93_197","1_5"
"18459","93_198","1_5"
"18460","93_199","1_5"
"18461","93_200","1_5"
"18462","93_201","3_5"
"18463","93_202","1_5"
"18464","93_203","1_5"
"18465","93_204","1_5"
"18466","93_205","1_5"
"18467","93_206","1_5"
"18468","93_207","1_5"
"18469","93_208","1_5"
"18470","93_209","1_5"
"18471","93_210","1_5"
"18472","93_211","0_5"
"18473","93_212","0_5"
"18474","93_213","0_5"
"18475","93_214","0_5"
"18476","93_215","0_5"
"18477","93_216","0_5"
"18478","93_217","0_5"
"18479","93_218","0_5"
"18480","93_219","0_5"
"18481","93_220","0_5"
"18482","93_221","0_5"
"18483","93_222","0_5"
"18484","93_223","0_5"
"18485","93_224","0_5"
"18486","93_225","0_5"
"18487","93_226","0_5"
"18488","93_227","0_5"
"18489","93_228","0_5"
"18490","93_229","0_5"
"18491","93_230","0_5"
"18492","93_231","0_5"
"18493","93_232","0_5"
"18494","93_233","0_5"
"18495","93_234","0_5"
"18496","93_235","0_5"
"18497","93_236","0_5"
"18498","93_237","0_5"
"18499","93_238","0_5"
"18500","93_239","0_5"
"18501","93_240","0_5"
"18502","93_241","0_5"
"18503","93_242","0_5"
"18504","93_243","0_5"
"18505","93_244","0_5"
"18506","93_245","0_5"
"18507","93_246","0_5"
"18508","94_95","5_7"
"18509","94_96","5_5"
"18510","94_97","3_5"
"18511","94_98","3_5"
"18512","94_99","5_6"
"18513","94_100","5_6"
"18514","94_101","5_5"
"18515","94_102","5_5"
"18516","94_103","5_5"
"18517","94_104","5_5"
"18518","94_105","1_5"
"18519","94_106","1_5"
"18520","94_107","3_5"
"18521","94_108","1_5"
"18522","94_109","5_5"
"18523","94_110","5_5"
"18524","94_111","5_5"
"18525","94_112","1_5"
"18526","94_113","1_5"
"18527","94_114","1_5"
"18528","94_115","5_5"
"18529","94_116","5_5"
"18530","94_117","5_5"
"18531","94_118","5_5"
"18532","94_119","1_5"
"18533","94_120","1_5"
"18534","94_121","5_7"
"18535","94_122","5_7"
"18536","94_123","4_5"
"18537","94_124","4_5"
"18538","94_125","3_5"
"18539","94_126","3_5"
"18540","94_127","3_5"
"18541","94_128","3_5"
"18542","94_129","3_5"
"18543","94_130","3_5"
"18544","94_131","2_5"
"18545","94_132","2_5"
"18546","94_133","3_5"
"18547","94_134","3_5"
"18548","94_135","1_5"
"18549","94_136","1_5"
"18550","94_137","5_6"
"18551","94_138","5_6"
"18552","94_139","3_5"
"18553","94_140","3_5"
"18554","94_141","5_7"
"18555","94_142","5_6"
"18556","94_143","3_5"
"18557","94_144","5_7"
"18558","94_145","2_5"
"18559","94_146","2_5"
"18560","94_147","5_6"
"18561","94_148","5_6"
"18562","94_149","2_5"
"18563","94_150","3_5"
"18564","94_151","1_5"
"18565","94_152","1_5"
"18566","94_153","5_7"
"18567","94_154","5_7"
"18568","94_155","2_5"
"18569","94_156","2_5"
"18570","94_157","2_5"
"18571","94_158","2_5"
"18572","94_159","3_5"
"18573","94_160","2_5"
"18574","94_161","2_5"
"18575","94_162","2_5"
"18576","94_163","2_5"
"18577","94_164","2_5"
"18578","94_165","0_5"
"18579","94_166","5_6"
"18580","94_167","4_5"
"18581","94_168","4_5"
"18582","94_169","4_5"
"18583","94_170","4_5"
"18584","94_171","2_5"
"18585","94_172","2_5"
"18586","94_173","4_5"
"18587","94_174","4_5"
"18588","94_175","5_7"
"18589","94_176","5_7"
"18590","94_177","0_5"
"18591","94_178","0_5"
"18592","94_179","5_7"
"18593","94_180","4_5"
"18594","94_181","5_7"
"18595","94_182","1_5"
"18596","94_183","4_5"
"18597","94_184","4_5"
"18598","94_185","4_5"
"18599","94_186","4_5"
"18600","94_187","5_7"
"18601","94_188","5_7"
"18602","94_189","1_5"
"18603","94_190","1_5"
"18604","94_191","1_5"
"18605","94_192","1_5"
"18606","94_193","1_5"
"18607","94_194","1_5"
"18608","94_195","1_5"
"18609","94_196","1_5"
"18610","94_197","1_5"
"18611","94_198","1_5"
"18612","94_199","1_5"
"18613","94_200","1_5"
"18614","94_201","3_5"
"18615","94_202","1_5"
"18616","94_203","1_5"
"18617","94_204","1_5"
"18618","94_205","1_5"
"18619","94_206","1_5"
"18620","94_207","1_5"
"18621","94_208","1_5"
"18622","94_209","1_5"
"18623","94_210","1_5"
"18624","94_211","0_5"
"18625","94_212","0_5"
"18626","94_213","0_5"
"18627","94_214","0_5"
"18628","94_215","0_5"
"18629","94_216","0_5"
"18630","94_217","0_5"
"18631","94_218","0_5"
"18632","94_219","0_5"
"18633","94_220","0_5"
"18634","94_221","0_5"
"18635","94_222","0_5"
"18636","94_223","0_5"
"18637","94_224","0_5"
"18638","94_225","0_5"
"18639","94_226","0_5"
"18640","94_227","0_5"
"18641","94_228","0_5"
"18642","94_229","0_5"
"18643","94_230","0_5"
"18644","94_231","0_5"
"18645","94_232","0_5"
"18646","94_233","0_5"
"18647","94_234","0_5"
"18648","94_235","0_5"
"18649","94_236","0_5"
"18650","94_237","0_5"
"18651","94_238","0_5"
"18652","94_239","0_5"
"18653","94_240","0_5"
"18654","94_241","0_5"
"18655","94_242","0_5"
"18656","94_243","0_5"
"18657","94_244","0_5"
"18658","94_245","0_5"
"18659","94_246","0_5"
"18660","95_96","5_7"
"18661","95_97","3_7"
"18662","95_98","3_7"
"18663","95_99","6_7"
"18664","95_100","6_7"
"18665","95_101","5_7"
"18666","95_102","5_7"
"18667","95_103","5_7"
"18668","95_104","5_7"
"18669","95_105","1_7"
"18670","95_106","1_7"
"18671","95_107","3_7"
"18672","95_108","1_7"
"18673","95_109","5_7"
"18674","95_110","5_7"
"18675","95_111","5_7"
"18676","95_112","1_7"
"18677","95_113","1_7"
"18678","95_114","1_7"
"18679","95_115","5_7"
"18680","95_116","5_7"
"18681","95_117","5_7"
"18682","95_118","5_7"
"18683","95_119","1_7"
"18684","95_120","1_7"
"18685","95_121","7_7"
"18686","95_122","7_7"
"18687","95_123","4_7"
"18688","95_124","4_7"
"18689","95_125","3_7"
"18690","95_126","3_7"
"18691","95_127","3_7"
"18692","95_128","3_7"
"18693","95_129","3_7"
"18694","95_130","3_7"
"18695","95_131","2_7"
"18696","95_132","2_7"
"18697","95_133","3_7"
"18698","95_134","3_7"
"18699","95_135","1_7"
"18700","95_136","1_7"
"18701","95_137","6_7"
"18702","95_138","6_7"
"18703","95_139","3_7"
"18704","95_140","3_7"
"18705","95_141","7_7"
"18706","95_142","6_7"
"18707","95_143","3_7"
"18708","95_144","7_7"
"18709","95_145","2_7"
"18710","95_146","2_7"
"18711","95_147","6_7"
"18712","95_148","6_7"
"18713","95_149","2_7"
"18714","95_150","3_7"
"18715","95_151","1_7"
"18716","95_152","1_7"
"18717","95_153","7_7"
"18718","95_154","7_7"
"18719","95_155","2_7"
"18720","95_156","2_7"
"18721","95_157","2_7"
"18722","95_158","2_7"
"18723","95_159","3_7"
"18724","95_160","2_7"
"18725","95_161","2_7"
"18726","95_162","2_7"
"18727","95_163","2_7"
"18728","95_164","2_7"
"18729","95_165","0_7"
"18730","95_166","6_7"
"18731","95_167","4_7"
"18732","95_168","4_7"
"18733","95_169","4_7"
"18734","95_170","4_7"
"18735","95_171","2_7"
"18736","95_172","2_7"
"18737","95_173","4_7"
"18738","95_174","4_7"
"18739","95_175","7_7"
"18740","95_176","7_7"
"18741","95_177","0_7"
"18742","95_178","0_7"
"18743","95_179","7_7"
"18744","95_180","4_7"
"18745","95_181","7_7"
"18746","95_182","1_7"
"18747","95_183","4_7"
"18748","95_184","4_7"
"18749","95_185","4_7"
"18750","95_186","4_7"
"18751","95_187","7_7"
